3.649157999999999902e+00,6.569605000000000139e+00,3.368812999999999835e+00,1.055063700000000004e+01,1.184763000000000011e+00,6.250000000000000000e+00,8.500000000000000000e+00,1.878884999999999916e+00,9.750000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.128251099999999951e+01,4.664361999999999853e+01,1.000000000000000000e+00
7.000000000000000146e-03,6.317819999999999547e-01,6.387819999999999609e-01,1.300429999999999975e+00,1.653299300000000116e+01,1.075000000000000000e+01,1.000000000000000000e+01,1.653299300000000116e+01,1.075000000000000000e+01,2.500000000000000000e+00,3.000000000000000000e+00,1.101431000000000049e+00,1.125729699999999944e+01,0.000000000000000000e+00
7.000000000000000146e-03,7.008400000000000185e-01,7.078400000000000247e-01,1.382039999999999935e+00,1.628028300000000073e+01,1.125000000000000000e+01,1.500000000000000000e+01,1.783715199999999967e+01,1.325000000000000000e+01,3.500000000000000000e+00,4.000000000000000000e+00,-3.263574000000000197e+00,7.225410000000000110e+00,0.000000000000000000e+00
9.938000000000000653e-03,9.655000000000000249e-01,9.754380000000000273e-01,1.548257999999999912e+00,1.162597099999999983e+01,9.000000000000000000e+00,1.350000000000000000e+01,1.162597099999999983e+01,9.250000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.281557000000000279e+00,1.341888499999999951e+01,0.000000000000000000e+00
6.654000000000000192e-02,6.450764000000000387e+00,3.258154999999999912e+00,6.643735000000000390e+00,2.107248999999999928e+00,7.000000000000000000e+00,1.000000000000000000e+01,2.107248999999999928e+00,7.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,4.209162500000000051e+01,5.386114100000000349e+01,1.000000000000000000e+00
7.026000000000000127e-03,7.352520000000000167e-01,7.422779999999999934e-01,1.121213000000000015e+00,2.140539599999999965e+01,1.200000000000000000e+01,1.200000000000000000e+01,2.140539599999999965e+01,1.200000000000000000e+01,2.500000000000000000e+00,3.000000000000000000e+00,3.552176999999999918e+00,2.081818200000000019e+01,0.000000000000000000e+00
8.578999999999999820e-03,9.149540000000000450e-01,9.235320000000000196e-01,1.195055999999999896e+00,1.506205500000000086e+01,9.000000000000000000e+00,1.400000000000000000e+01,1.714473900000000128e+01,9.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.576309999999999989e-01,9.108696000000000126e+00,0.000000000000000000e+00
1.119299999999999982e-02,1.102225000000000010e+00,1.113418000000000019e+00,3.566473999999999922e+00,4.906806999999999697e+00,8.750000000000000000e+00,1.300000000000000000e+01,1.129484599999999972e+01,9.500000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.480593999999999966e+00,1.258695699999999995e+01,0.000000000000000000e+00
1.067099999999999993e-02,7.318430000000000213e-01,7.425140000000000073e-01,1.479247999999999896e+00,1.385838999999999999e+01,1.025000000000000000e+01,9.500000000000000000e+00,1.385838999999999999e+01,1.025000000000000000e+01,2.500000000000000000e+00,3.000000000000000000e+00,3.335154000000000174e+00,1.495649300000000004e+01,0.000000000000000000e+00
8.026999999999999413e-03,7.344870000000000010e-01,7.425140000000000073e-01,3.692836999999999925e+00,8.665423999999999793e+00,1.600000000000000000e+01,2.350000000000000000e+01,9.737591000000000108e+00,1.600000000000000000e+01,3.500000000000000000e+00,5.000000000000000000e+00,7.361579999999999790e-01,1.639753699999999981e+01,0.000000000000000000e+00
7.400999999999999593e-03,7.523800000000000487e-01,7.597819999999999574e-01,1.747724000000000055e+00,9.154761999999999844e+00,8.000000000000000000e+00,1.150000000000000000e+01,1.195652600000000021e+01,9.250000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.574466999999999839e+00,6.830307000000000350e+00,0.000000000000000000e+00
8.481000000000000691e-03,8.462739999999999707e-01,8.547540000000000138e-01,1.441279999999999895e+00,1.526420800000000000e+01,1.100000000000000000e+01,1.400000000000000000e+01,1.526420800000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,-1.913267999999999969e+00,1.031818200000000019e+01,0.000000000000000000e+00
6.691900000000000626e-02,7.228710999999999665e+00,3.664740999999999804e+00,1.880147900000000050e+01,1.090340000000000087e+00,1.025000000000000000e+01,1.250000000000000000e+01,1.688857999999999970e+00,1.025000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.692458299999999838e+01,5.100000000000000000e+01,1.000000000000000000e+00
9.223000000000000295e-03,8.453230000000000466e-01,8.545460000000000278e-01,1.023242999999999903e+00,2.198891800000000174e+01,1.125000000000000000e+01,1.650000000000000000e+01,2.198891800000000174e+01,1.125000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.611656999999999895e+00,5.721006000000000036e+00,0.000000000000000000e+00
5.937400000000000316e-02,6.164140999999999870e+00,3.047886000000000095e+00,9.726489000000000829e+00,3.855450999999999961e+00,1.875000000000000000e+01,2.550000000000000000e+01,3.855450999999999961e+00,1.875000000000000000e+01,3.500000000000000000e+00,5.000000000000000000e+00,3.815842099999999704e+01,5.438929399999999958e+01,1.000000000000000000e+00
6.481599999999999862e-02,8.822336999999999207e+00,5.715398999999999674e+00,9.471996000000000748e+00,1.741977000000000109e+00,8.250000000000000000e+00,1.100000000000000000e+01,2.330318000000000112e+00,1.425000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,4.229149199999999809e+01,4.969604100000000102e+01,1.000000000000000000e+00
7.151000000000000238e-03,8.040589999999999682e-01,8.112099999999999866e-01,1.576500000000000012e+00,8.880428999999999462e+00,7.000000000000000000e+00,8.000000000000000000e+00,1.254978499999999997e+01,7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.466350000000000264e+00,2.447463600000000028e+01,0.000000000000000000e+00
5.294228000000000378e+00,5.485872999999999777e+00,5.485872999999999777e+00,2.671060000000000212e+00,8.236430999999999614e+00,1.100000000000000000e+01,2.000000000000000000e+01,8.236430999999999614e+00,1.100000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,1.574881000000000064e+01,2.500000000000000000e+01,0.000000000000000000e+00
2.945736000000000132e+00,8.205510000000000304e+00,5.443210999999999800e+00,5.786868000000000123e+00,2.592076000000000047e+00,7.500000000000000000e+00,1.200000000000000000e+01,4.480070000000000441e+00,1.325000000000000000e+01,3.333333000000000101e+00,2.000000000000000000e+00,4.155438600000000093e+01,5.126731900000000053e+01,1.000000000000000000e+00
4.934499999999999997e-02,1.130434400000000039e+01,5.893150999999999584e+00,9.071951999999999572e+00,1.598333000000000004e+00,7.250000000000000000e+00,1.300000000000000000e+01,4.380188999999999666e+00,1.300000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,4.109176999999999680e+01,5.230763999999999925e+01,1.000000000000000000e+00
6.050999999999999955e-03,7.111509999999999776e-01,7.172020000000000062e-01,1.511133000000000060e+00,8.602817999999999188e+00,6.500000000000000000e+00,8.500000000000000000e+00,8.602817999999999188e+00,7.500000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,4.363665000000000127e+00,1.083535999999999966e+01,0.000000000000000000e+00
6.843000000000000124e-03,7.794860000000000122e-01,7.863299999999999734e-01,2.065459000000000156e+00,1.016723200000000027e+01,1.050000000000000000e+01,1.200000000000000000e+01,1.016723200000000027e+01,1.050000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,2.020150000000000112e+00,1.334782599999999952e+01,0.000000000000000000e+00
